"credit.policy","purpose","int.rate","installment","log.annual.inc","dti","fico","days.with.cr.line","revol.bal","revol.util","inq.last.6mths","delinq.2yrs","pub.rec","default","tot.payment","principal","interest"
1,"credit_card",0.1221,133.26,10.57131693,24.98,692,1860,6714,57.9,1,0,0,1,4797.36,3325.98465333136,1471.37534666864
1,"debt_consolidation",0.1322,243.37,10.59663473,22.77,692,1751,9325,63.9,1,0,0,0,8761.32,5892.89023017962,2868.42976982038
1,"debt_consolidation",0.0963,385.14,11.15625052,8.86,757,4859.958333,14745,34.6,2,0,0,0,13865.04,10386.1227487422,3478.91725125778
1,"small_business",0.1979,287.2,10.87804719,15.26,692,3509.958333,11835,98.6,1,0,0,1,10339.2,5710.13403228957,4629.06596771043
1,"debt_consolidation",0.0963,144.43,11.05089001,13.33,732,2130,4004,17.8,3,0,0,0,5199.48,3894.86344861827,1304.61655138174
1,"educational",0.1189,165.82,10.30895266,18.2,732,1800,1984,24.8,0,0,0,1,5969.52,4178.55930045048,1790.96069954952
1,"debt_consolidation",0.1411,316.62,10.34174248,19.9,667,4949.958333,978,27.2,0,3,0,0,11398.32,7464.55618257757,3933.76381742243
1,"debt_consolidation",0.1379,204.46,11.15625052,7.99,672,8159.958333,7635,88.8,1,0,1,0,7360.56,4866.79698196045,2493.76301803955
1,"all_other",0.0737,99.35,10.50506754,18.15,797,7620,19617,24,0,0,0,0,3576.6,2867.13315107466,709.466848925339
1,"credit_card",0.08,219.36,11.08521475,10.25,757,3990,15223,25.8,1,0,0,0,7896.96,6211.96875372813,1684.99124627187
1,"all_other",0.0963,320.95,10.68510338,1.35,737,7559.958333,1876,12.3,2,0,0,1,11554.2,8655.10229061852,2899.09770938148
1,"credit_card",0.1284,504.27,11.46163217,9.75,697,7919.958333,33981,77.1,0,0,1,1,18153.72,12350.240028453,5803.47997154701
1,"major_purchase",0.0932,281.14,10.07744086,2.37,782,4229.958333,1483,5.3,2,0,0,0,10121.04,7652.3778176415,2468.6621823585
1,"all_other",0.0963,256.76,10.77895629,9.2,762,2309.958333,5060,19.5,0,0,0,0,9243.36,6924.08183249481,2319.27816750519
1,"all_other",0.1357,628.42,11.27720313,10.68,707,4466,6495,42.7,1,1,0,0,22623.12,15057.4425749469,7565.67742505307
1,"home_improvement",0.1095,278.07,10.6454249,0.43,817,4979.958333,84,0.5,0,0,0,0,10010.52,7207.60371306314,2802.91628693686
1,"all_other",0.08,47.01,11.05089001,16.9,732,2550,5848,44.6,1,0,0,0,1692.36,1331.25752695459,361.102473045408
1,"debt_consolidation",0.1189,165.82,10.81977828,2.5,772,3149.958333,5108,33.6,0,0,0,0,5969.52,4178.55930045048,1790.96069954952
1,"debt_consolidation",0.0932,297.11,10.91501573,12.15,752,4470,2498,24.7,1,0,0,0,10695.96,8087.06684712054,2608.89315287947
1,"debt_consolidation",0.1148,494.53,10.77895629,7.35,742,4199.958333,16055,50.5,0,0,0,0,17803.08,12616.0709825664,5187.00901743361
1,"debt_consolidation",0.1284,430.31,11.00209984,11.62,697,2160,13957,46.1,0,0,0,0,15491.16,10538.8616944169,4952.29830558311
1,"debt_consolidation",0.16,527.36,11.15625052,7.83,662,6329.958333,18503,86.5,0,0,0,0,18984.96,11747.5779421039,7237.38205789609
1,"all_other",0.1158,825.34,11.51292546,21.05,762,6990,5380,12.4,2,0,0,0,29712.24,20992.370918492,8719.86908150798
1,"home_improvement",0.0768,37.43,10.37349118,14.93,757,9689.958333,13271,16.2,1,0,0,0,1347.48,1070.18997708374,277.290022916256
1,"debt_consolidation",0.1253,334.67,10.73639668,12.83,702,1709.958333,7882,29,0,0,0,0,12048.12,8273.0945688664,3775.0254311336
1,"debt_consolidation",0.0932,223.63,10.59663473,15.03,742,3869.958333,21414,46,0,0,0,0,8050.68,6087.0073677142,1963.6726322858
1,"debt_consolidation",0.1379,265.79,10.4341158,21.18,672,4229.958333,4601,32,2,0,0,1,9568.44,6326.64565115557,3241.79434884443
1,"debt_consolidation",0.1316,713.4,12.08168787,11.47,707,3779.958333,113283,81.2,2,0,0,0,25682.4,17305.1809301106,8377.2190698894
1,"credit_card",0.0963,385.14,11.00209984,19.4,762,12000,13659,22,0,0,0,0,13865.04,10386.1227487422,3478.91725125778
1,"debt_consolidation",0.1221,259.03,11.05089001,14.86,697,3750,10013,38.7,3,0,0,0,9325.08,6465.02930175913,2860.05069824087
1,"debt_consolidation",0.1316,675.41,11.22524339,6.75,702,5100,19894,78.6,0,0,1,0,24314.76,16383.6448724502,7931.11512754977
1,"educational",0.1189,132.66,11.12732181,19.76,707,3990,24802,86.4,3,0,0,1,4775.76,3342.94823783477,1432.81176216523
1,"major_purchase",0.1322,169.01,10.49127422,9.37,692,2769.958333,2481,50.6,1,2,0,0,6084.36,4092.35886840061,1992.00113159939
1,"all_other",0.1411,855.73,11.66767025,15.53,712,2789.958333,26438,48.7,1,0,0,1,30806.28,20174.4825409548,10631.7974590452
1,"all_other",0.0859,221.28,11.35040654,3.92,762,1896,17390,86.1,1,0,0,0,7966.08,6156.40207019302,1809.67792980698
1,"major_purchase",0.1189,530.63,11.26446411,5.23,742,3600,16578,44.8,0,0,0,0,19102.68,13371.5409576531,5731.13904234688
1,"home_improvement",0.1537,209.08,11.1844214,3.3,707,4979.958333,16860,99.2,3,0,0,0,7526.88,4746.37236348486,2780.50763651514
1,"debt_consolidation",0.1148,464.04,10.23981692,16.33,727,3619,18496,42.6,1,0,0,1,16705.44,11838.233431238,4867.20656876204
1,"debt_consolidation",0.1663,248.29,10.34161344,8.32,667,2760.958333,6082,96.5,1,2,0,0,8938.44,5427.40477287572,3511.03522712429
1,"debt_consolidation",0.1568,875.04,11.58988651,15.73,682,3570,36015,88.5,1,0,0,1,31501.44,19680.5976404575,11820.8423595425
1,"credit_card",0.1284,365.6,10.63344871,13.76,697,3809.958333,8422,81.8,0,0,0,1,13161.6,8954.02810875605,4207.57189124395
1,"debt_consolidation",0.1316,270.17,10.81977828,9.96,682,5279.958333,3958,39.6,3,0,0,0,9726.12,6553.60349297446,3172.51650702554
1,"home_improvement",0.0932,255.58,10.66895539,16.02,752,3779.958333,5410,34.9,3,0,0,0,9200.88,6956.65761767381,2244.22238232619
1,"all_other",0.1253,251,10.77895629,20.51,692,4710,12189,69.3,0,0,0,0,9036,6204.7591262601,2831.2408737399
1,"all_other",0.074,124.24,9.852194258,4.93,787,4195.958333,2331,7.7,2,0,0,0,4472.64,3582.20609513777,890.43390486223
1,"credit_card",0.0932,223.63,10.79957558,19.64,737,4110,21140,79.8,3,0,0,0,8050.68,6087.0073677142,1963.6726322858
1,"all_other",0.1126,98.59,11.08521475,17.21,702,5760,16389,58.1,0,0,0,0,3549.24,2531.80755449822,1017.43244550178
1,"debt_consolidation",0.0894,285.95,11.69524702,12.44,742,6375.958333,43488,68.3,3,0,0,0,10294.2,7872.53901496483,2421.66098503517
1,"all_other",0.1284,221.88,11.15625052,5.26,742,2850,993,24.8,0,0,0,0,7987.68,5434.13500210829,2553.54499789171
1,"educational",0.1392,170.69,9.61580548,4,692,1470,0,0,2,1,0,0,6144.84,4047.1490916219,2097.6909083781
1,"all_other",0.1221,79.96,10.49127422,7,692,5790,6655,74.8,1,0,0,0,2878.56,1995.69062644736,882.869373552639
1,"small_business",0.16,70.32,11.27720313,12.58,682,3293,4047,30.7,2,0,0,0,2531.52,1566.46253202508,965.057467974918
1,"debt_consolidation",0.08,231.89,10.51867319,13.43,752,5790,6938,24.1,2,0,0,0,8348.04,6566.80084929803,1781.23915070197
1,"debt_consolidation",0.1531,163.64,9.862665558,8.56,677,1920,1089,90.7,0,1,0,0,5891.04,3721.52136041939,2169.51863958061
1,"debt_consolidation",0.1284,268.95,10.75790288,14.76,692,2009.958333,11798,88.7,1,0,0,1,9682.2,6586.94162978649,3095.25837021351
1,"all_other",0.1347,50.89,9.798127037,21.47,707,1289.958333,865,86.5,0,0,0,0,1832.04,1223.02842697149,609.011573028514
1,"all_other",0.1496,297.95,10.50506754,18.58,682,1110,8559,41,1,0,0,0,10726.2,6847.53919870719,3878.66080129281
1,"debt_consolidation",0.08,109.68,10.30895266,2.24,747,1709.958333,2298,18.5,3,0,0,0,3948.48,3105.98437686406,842.495623135936
1,"debt_consolidation",0.1183,231.94,10.34884622,5.69,712,2460.958333,6955,63.8,1,0,0,0,8349.84,5855.27156092138,2494.56843907862
1,"credit_card",0.1253,669.33,11.58988651,15.77,717,12120,33900,56.4,1,0,0,0,24095.88,16545.941936174,7549.93806382602
1,"credit_card",0.0894,317.72,11.00791623,4.24,742,2160,14188,27.3,2,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"all_other",0.1426,247.01,11.22524339,18.13,667,1835,39236,63.4,1,0,0,0,8892.36,5797.30109678072,3095.05890321928
1,"educational",0.1148,82.43,10.46310334,18.62,702,5190,8677,57.8,2,0,0,0,2967.48,2102.89109071835,864.588909281646
1,"debt_consolidation",0.1322,162.25,10.6454249,15.6,677,2013.958333,9090,58.3,0,0,0,0,5841,3928.67419914798,1912.32580085202
1,"credit_card",0.1287,151.35,10.46310334,19.78,682,2490,4726,73.8,1,0,0,0,5448.6,3703.42732497155,1745.17267502845
1,"all_other",0.1287,605.4,10.67442876,13.27,707,5430,3423,15.2,0,0,0,0,21794.4,14813.7092998862,6980.69070011381
1,"credit_card",0.0894,201.75,10.49127422,21.6,732,3303,4508,18.6,0,0,0,0,7263,5554.41422021037,1708.58577978963
1,"debt_consolidation",0.0894,312.95,10.37349118,16.95,737,2313.958333,3760,20.5,0,0,0,0,11266.2,8615.88069499299,2650.31930500701
1,"credit_card",0.1739,645.26,12.40901349,15.67,672,6094.958333,145711,96.2,0,1,0,0,23229.36,13786.8742167013,9442.48578329867
1,"debt_consolidation",0.1218,163.17,11.15625052,17.5,697,3360,5040,67.2,0,0,0,0,5874.12,4076.16363926307,1797.95636073693
1,"all_other",0.1183,41.42,10.29214554,21.4,697,4110,11339,78.7,0,0,0,0,1491.12,1045.63830323947,445.481696760527
1,"debt_consolidation",0.0894,182.69,10.7342204,20.94,727,3210,4902,47.1,0,0,0,0,6576.84,5029.67005645716,1547.16994354284
1,"credit_card",0.1392,652.87,11.40978471,10.28,697,5190,11573,61.9,1,0,0,0,23503.32,15479.888847895,8023.43115210504
1,"credit_card",0.1322,101.41,10.82778673,11.45,692,5553,21085,36.8,0,0,0,0,3650.76,2455.51217587424,1195.24782412575
1,"all_other",0.1253,83.67,10.54691914,10.97,682,4410,7527,56.6,0,0,0,0,3012.12,2068.3354426063,943.784557393696
1,"all_other",0.1426,34.31,8.853665428,13.54,677,8099,2252,86.6,1,0,0,0,1235.16,805.252421483124,429.907578516876
1,"credit_card",0.1114,360.84,10.76130135,19.52,727,3570,15085,70.5,2,0,0,0,12990.24,9299.85032796417,3690.38967203583
1,"debt_consolidation",0.1392,256.03,10.81977828,13.9,677,5460,3676,70.5,0,0,0,1,9217.08,6070.60508482017,3146.47491517983
1,"debt_consolidation",0.1114,393.65,10.37349118,18,737,6483.958333,18340,67.9,1,0,0,0,14171.4,10145.4552754769,4025.94472452307
1,"debt_consolidation",0.0894,381.26,10.59653473,13.68,767,5850,11012,30.5,0,0,0,0,13725.36,10496.5351454642,3228.82485453579
1,"debt_consolidation",0.1392,273.1,11.28978191,13.38,677,3994,9356,50,2,0,1,0,9831.6,6475.3437045049,3356.2562954951
1,"debt_consolidation",0.1565,160.07,10.12647109,23.62,712,2880,9912,99.1,0,0,0,0,5762.52,3603.38931533349,2159.13068466651
1,"all_other",0.1357,195.32,10.6454249,13.19,677,3660,10417,91.4,0,1,0,0,7031.52,4680.02241134693,2351.49758865307
1,"all_other",0.1183,579.85,11.27654469,0.3,752,4351,209,1.2,4,0,0,0,20874.6,14638.1789023034,6236.42109769656
1,"all_other",0.1322,219.71,11.04292184,9.23,682,4259.958333,4856,44.6,0,0,0,0,7909.56,5319.99388779539,2589.56611220461
1,"debt_consolidation",0.1148,659.37,11.56171563,7.23,767,5400,3700,51.4,2,0,0,0,23737.32,16821.3429393056,6915.97706069439
1,"credit_card",0.1218,666,12.15477935,24.04,722,9692.958333,121159,74.3,0,0,0,0,23976,16637.402609237,7338.59739076297
1,"credit_card",0.1114,157.46,10.46310334,23.66,722,3570,14480,56.7,0,0,0,0,5668.56,4058.18211019077,1610.37788980923
1,"credit_card",0.0774,202.93,10.81977828,16.54,747,3899.958333,7689,43,0,0,0,0,7305.48,5791.69359033485,1513.78640966515
1,"credit_card",0.1322,365.05,10.95080655,19.03,692,3660,31861,76,1,0,0,0,13141.8,8839.21427672708,4302.58572327292
1,"debt_consolidation",0.1287,269.07,10.16585182,5.72,707,3240,3045,47.6,0,0,0,0,9686.52,6583.95236425566,3102.56763574434
1,"all_other",0.0894,362.2,10.66895539,24.78,752,3036.041667,6057,11.6,1,0,0,0,13039.2,9971.790981711,3067.40901828899
1,"home_improvement",0.1287,232.07,10.57131693,4.65,692,4080,903,19.6,1,0,0,0,8354.52,5678.58856495637,2675.93143504363
1,"debt_consolidation",0.1253,73.63,10.22194128,23.26,682,6857.958333,15225,55,0,1,0,0,2650.68,1820.1450775559,830.5349224441
1,"credit_card",0.0894,317.72,10.91501573,12.76,742,3240,10041,47.8,2,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"all_other",0.0859,189.67,10.96812932,8.61,732,5850,19397,38.3,1,0,0,0,6828.12,5276.95580555636,1551.16419444364
1,"debt_consolidation",0.1426,514.59,10.858999,19.68,687,3313,22918,90.9,1,0,0,0,18525.24,12077.3781279802,6447.8618720198
1,"debt_consolidation",0.1148,494.53,11.35035948,10.02,742,4770,14125,40.2,1,0,0,0,17803.08,12616.0709825664,5187.00901743361
1,"all_other",0.0859,221.28,11.40756495,4.88,737,8939.958333,13253,20.2,1,0,0,0,7966.08,6156.40207019302,1809.67792980698
1,"credit_card",0.1322,676.02,12.01370075,16.83,712,7199.958333,144165,64.9,0,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"credit_card",0.0894,114.38,11.22524339,18.3,712,4715,48538,53,1,0,0,0,4117.68,3149.01560598593,968.664394014067
1,"small_business",0.167,177.51,10.61888534,20.39,702,4139.958333,5082,31.6,0,0,0,0,6390.36,3872.07525466343,2518.28474533657
1,"debt_consolidation",0.0859,252.89,10.59663473,17.7,757,6180,26120,32.7,1,0,0,0,9104.04,7035.84833482969,2068.19166517031
1,"all_other",0.1253,80.32,10.46310334,21.79,707,2910,16022,97.7,0,0,0,0,2891.52,1985.52292040323,905.997079596769
1,"debt_consolidation",0.1392,102.42,10.76231865,3.05,677,2490,4339,51.5,3,0,0,0,3687.12,2428.43171810836,1258.68828189164
1,"home_improvement",0.1183,530.15,11.08214255,4.91,742,3991,9562,70.4,2,0,0,0,19085.4,13383.5139174893,5701.8860825107
1,"debt_consolidation",0.1148,362.66,10.21464198,12.84,712,7859.958333,11534,66.7,1,0,0,0,13055.76,9251.90443964477,3803.85556035523
1,"debt_consolidation",0.1253,112.95,9.798127037,24.2,687,2880,15813,79.1,0,0,0,0,4066.2,2792.14160681704,1274.05839318296
1,"debt_consolidation",0.0774,312.19,11.81303006,7.7,787,5639.958333,4200,5.8,1,0,0,0,11238.84,8910.01242776641,2328.82757223359
1,"debt_consolidation",0.1496,277.16,11.06663836,8.91,697,1830,6908,94.6,0,0,0,0,9977.76,6369.73976947033,3608.02023052967
1,"debt_consolidation",0.1114,423.17,11.00209984,6.24,742,3990,12419,34.8,0,0,0,0,15234.12,10906.2677732086,4327.85222679138
1,"debt_consolidation",0.1148,494.53,11.08214255,12.02,742,3240,15757,64.6,0,0,0,0,17803.08,12616.0709825664,5187.00901743361
1,"debt_consolidation",0.0774,156.1,9.61580548,15.6,757,6870,11602,37.9,2,0,0,0,5619.6,4455.14891564219,1164.45108435781
1,"debt_consolidation",0.1183,662.68,11.56171563,3.69,757,1679.958333,1470,14.7,0,0,0,0,23856.48,16729.2030610993,7127.27693890067
1,"major_purchase",0.0859,284.5,11.22524339,4.83,792,3089.958333,2563,9.1,0,0,0,0,10242,7915.29459946636,2326.70540053364
1,"home_improvement",0.1218,399.6,11.51292546,17.09,712,7559.958333,17176,46.4,2,0,0,0,14385.6,9982.44156554222,4403.15843445778
1,"credit_card",0.1461,689.51,11.35223181,15.15,697,5550,32954,90,0,0,0,0,24822.36,16013.7040674566,8808.65593254339
1,"debt_consolidation",0.1287,437.24,11.26446411,6.26,702,5249.958333,1783,59.4,2,0,0,0,15740.64,10698.9531785303,5041.68682146971
1,"debt_consolidation",0.0774,287.22,11.02640213,1.78,792,7050,4600,18.4,0,0,0,0,10339.92,8197.35984337444,2142.56015662556
1,"credit_card",0.1148,626.41,12.07254125,12.73,747,8219.958333,29658,42.2,1,0,0,0,22550.76,15980.4926378368,6570.26736216324
1,"all_other",0.0859,158.06,10.40438405,2.29,737,3570,2870,11.4,0,0,0,0,5690.16,4397.50954091969,1292.65045908031
1,"small_business",0.1531,626.68,11.46163217,17.38,727,4710,35712,51.9,3,0,0,0,22560.48,14252.0349923468,8308.44500765324
1,"home_improvement",0.0774,312.19,11.15625052,15.1,797,9029.958333,9109,73.2,1,0,0,0,11238.84,8910.01242776641,2328.82757223359
1,"all_other",0.1287,94.18,10.72161404,3.52,682,4289.958333,2391,30.7,1,0,0,1,3390.48,2304.51790859478,1085.96209140522
1,"educational",0.1322,162.25,10.81977828,11.98,677,1949.958333,2523,40,0,0,0,0,5841,3928.67419914798,1912.32580085202
1,"home_improvement",0.0774,234.14,10.34817337,3.08,797,6089.958333,1147,8.8,1,0,0,0,8429.04,6682.43796994531,1746.60203005469
1,"debt_consolidation",0.0774,218.54,10.858999,2.58,767,3419.958333,4139,15.6,0,0,0,0,7867.44,6237.20848189907,1630.23151810093
1,"all_other",0.1287,201.8,11.08220409,13.09,682,3960,10134,38.5,1,0,0,0,7264.8,4937.90309996206,2326.89690003794
1,"major_purchase",0.0859,316.11,11.19821472,6.87,767,3509.958333,11140,13,0,0,0,0,11379.96,8794.74086410302,2585.21913589698
1,"debt_consolidation",0.1218,666,11.1123882,20.11,727,2940,26359,67.6,1,0,0,0,23976,16637.402609237,7338.59739076297
1,"debt_consolidation",0.16,492.21,11.22524339,16.32,662,3929.958333,12944,65,3,0,0,0,17719.56,10964.5694381124,6754.99056188758
1,"all_other",0.0859,151.73,10.96812932,8.07,737,2880,3333,20.1,1,0,0,0,5462.28,4221.39771380327,1240.88228619673
1,"major_purchase",0.0859,158.06,10.59663473,6.87,737,3149.958333,8914,74.9,1,0,0,0,5690.16,4397.50954091969,1292.65045908031
1,"major_purchase",0.1253,160.64,11.05405958,11.94,687,3390,1725,33.8,1,2,0,0,5783.04,3971.04584080646,1811.99415919354
1,"credit_card",0.1316,261.72,10.16585182,17.54,677,2721.958333,4034,67.2,0,0,0,0,9421.92,6348.62903424242,3073.29096575758
1,"credit_card",0.1392,682.74,11.33857208,20.03,707,9359.958333,27584,54.8,1,0,0,0,24578.64,16188.1221560369,8390.51784396311
1,"all_other",0.1357,33.97,9.392661929,14,682,1380,4352,62.2,1,0,0,1,1222.92,813.948194314228,408.971805685772
1,"small_business",0.16,703.15,11.00209984,15.9,747,5700.958333,15018,42.9,2,0,0,0,25313.4,15663.5115101456,9649.88848985443
1,"all_other",0.0774,140.49,10.69203582,15.3,752,3119.958333,7204,31.3,0,0,0,0,5057.64,4009.63402407797,1048.00597592203
1,"debt_consolidation",0.1531,522.23,11.00209984,21.36,677,2161,10872,86.3,0,0,0,0,18800.28,11876.6200198718,6923.65998012822
1,"debt_consolidation",0.1531,696.31,11.26446411,20.52,722,3300,21881,21.8,2,0,0,0,25067.16,15835.5691669129,9231.5908330871
1,"debt_consolidation",0.1357,407.63,11.26446411,23.72,682,4649.958333,28843,84.8,1,0,0,0,14674.68,9767.13872382422,4907.54127617578
1,"debt_consolidation",0.1218,166.5,11.1844214,24.73,692,5160,22457,81.7,0,0,0,0,5994,4159.35065230926,1834.64934769074
1,"all_other",0.0774,93.66,11.06975849,1.27,762,1890,4347,7.4,0,0,0,0,3371.76,2673.08934938532,698.670650614684
1,"small_business",0.1704,713.49,11.51292546,12.65,702,4110,6939,31.4,3,0,0,0,25685.64,15405.6154239735,10280.0245760265
1,"debt_consolidation",0.1253,133.87,10.46321762,2.3,692,3539.958333,1390,27.8,1,0,0,0,4819.32,3309.28726785832,1510.03273214168
1,"major_purchase",0.1148,115.39,10.46310334,7.58,707,8370,4336,12.5,1,0,0,0,4154.04,2943.7413921872,1210.2986078128
1,"all_other",0.1183,662.68,11.22524339,5.66,737,6075.958333,25818,53.5,0,0,0,0,23856.48,16729.2030610993,7127.27693890067
1,"educational",0.1114,65.61,10.6454249,13.49,712,5369.958333,11817,15.7,0,0,0,0,2361.96,1690.95216721464,671.007832785364
1,"credit_card",0.1322,87.89,10.20359214,9.51,692,1619.958333,47,0.5,3,1,0,0,3164.04,2128.14283736897,1035.89716263103
1,"debt_consolidation",0.1183,99.41,10.6454249,24.75,697,3119.958333,11900,62.6,0,0,0,0,3578.76,2509.58241731135,1069.17758268865
1,"all_other",0.1739,143.39,10.8704714,13.19,662,3030,24666,99.1,0,0,0,0,5162.04,3063.72608550476,2098.31391449524
1,"debt_consolidation",0.1357,366.86,10.91508846,19.85,702,3030,12207,70.6,1,0,0,0,13206.96,8790.25712587924,4416.70287412076
1,"all_other",0.1183,132.54,10.71441777,23.95,762,4199.958333,0,0,0,0,0,0,4771.44,3345.94159129309,1425.49840870691
1,"debt_consolidation",0.1392,177.52,10.46310334,8.09,677,3720,6194,53.4,0,0,0,0,6390.72,4209.09196054086,2181.62803945914
1,"educational",0.0859,316.11,10.59653473,4.71,772,2130,229,2.6,0,0,0,0,11379.96,8794.74086410302,2585.21913589698
1,"major_purchase",0.1148,395.63,10.9560559,16.27,732,3960,21528,64.3,1,0,0,0,14242.68,10093.0098534624,4149.67014653764
1,"debt_consolidation",0.1357,407.63,10.858999,15.48,682,3929.958333,8718,45.6,0,0,0,0,14674.68,9767.13872382422,4907.54127617578
1,"debt_consolidation",0.1114,262.43,11.03488966,9.54,732,2520,2970,6,0,0,0,0,9447.48,6763.55094104766,2683.92905895234
1,"credit_card",0.1253,33.47,10.19054443,21.12,682,5969.958333,17080,44.1,0,2,0,0,1204.92,827.383617354285,377.536382645715
1,"all_other",0.1148,247.27,10.94022444,9.68,737,3779.958333,7341,68.6,0,0,0,0,8901.72,6308.16304745757,2593.55695254243
1,"credit_card",0.1183,298.21,11.15625052,10.83,712,2459.958333,9237,41.4,1,0,0,0,10735.56,7528.24235656792,3207.31764343208
1,"all_other",0.1565,227.41,10.65725935,13.16,662,4320,1542,90.7,1,0,0,1,8186.76,5119.30258137058,3067.45741862942
1,"credit_card",0.1496,242.52,11.1844214,12.59,662,2130,8018,29.8,1,0,0,0,8730.72,5573.63720916418,3157.08279083582
1,"home_improvement",0.1114,492.06,11.09741002,13.98,752,7260,17312,68.4,2,0,0,0,17714.16,12681.7546623934,5032.40533760655
1,"small_business",0.1496,692.9,11.5228758,14.48,767,5400,21076,48.1,1,0,0,0,24944.4,15924.3494236758,9020.05057632418
1,"debt_consolidation",0.1392,682.74,10.71441777,7.95,697,8130,18367,79.9,1,0,0,0,24578.64,16188.1221560369,8390.51784396311
1,"debt_consolidation",0.1218,399.6,11.40756495,16.27,707,2820.958333,34730,52.6,0,0,0,0,14385.6,9982.44156554222,4403.15843445778
1,"all_other",0.1114,164.02,11.00209984,13.72,717,9450,6577,15.8,2,0,0,0,5904.72,4227.25155413115,1677.46844586885
1,"small_business",0.1392,358.44,11.16336799,22.21,757,3690,9551,29.2,0,0,0,1,12903.84,8498.79969770317,4405.04030229683
1,"debt_consolidation",0.1426,480.29,11.60823564,20.04,682,4080,48306,86.8,0,0,0,1,17290.44,11272.3604055415,6018.07959445848
1,"credit_card",0.1114,328.04,11.49679608,12.45,732,4890.041667,33186,57.8,3,0,0,0,11809.44,8454.5031082623,3354.9368917377
1,"debt_consolidation",0.1253,167.34,9.862665558,12.06,687,2190,2365,60.6,0,0,0,0,6024.24,4136.67088521261,1887.56911478739
1,"debt_consolidation",0.0894,397.15,10.6454249,14.86,762,3990,10687,30.9,0,0,0,0,14297.4,10934.0054897474,3363.39451025255
1,"debt_consolidation",0.0894,317.72,11.71177632,14.5,737,5850,31607,81,3,0,0,0,11437.92,8747.20439179796,2690.71560820204
1,"small_business",0.1531,530.94,11.98292909,19.72,727,5940,6563,17.9,1,0,0,0,19113.84,12074.7039299748,7039.13607002523
1,"credit_card",0.0894,444.81,10.858999,10.89,762,4807,8447,50.9,0,0,0,0,16013.16,12246.1412108638,3767.01878913619
1,"credit_card",0.0859,410.94,10.9331784,17.96,777,5669.958333,13368,34.7,2,0,0,0,14793.84,11433.079658013,3360.76034198698
1,"all_other",0.0859,395.13,11.82038075,5.87,772,4080,5068,16.6,3,0,0,0,14224.68,10993.2174168265,3231.46258317349
1,"all_other",0.1253,348.05,10.6214249,11.5,712,2130,2045,14.4,3,0,0,0,12529.8,8603.85025456106,3925.94974543894
1,"all_other",0.1183,424.12,11.56171563,9.71,717,8446,31280,51.2,1,0,0,0,15268.32,10706.8111339914,4561.50886600856
1,"credit_card",0.0774,237.27,10.69666105,5.67,772,5609.958333,6616,24.4,1,0,0,0,8541.72,6771.76927107254,1769.95072892746
1,"debt_consolidation",0.1322,676.02,11.40756495,18.03,812,3929.958333,32422,95.6,1,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"all_other",0.0859,173.86,10.65282601,12.11,782,2280,39,0.3,0,0,0,0,6258.96,4837.09356436984,1421.86643563016
1,"major_purchase",0.0859,316.11,11.71180911,2.85,792,5639.958333,16,0,3,0,0,0,11379.96,8794.74086410302,2585.21913589698
1,"debt_consolidation",0.1287,622.22,11.88448902,1.62,712,4080,25063,53.3,0,0,0,0,22399.92,15225.2827891893,7174.63721081073
1,"major_purchase",0.0774,156.1,10.58405595,10.27,797,5490,2629,8.8,2,0,0,0,5619.6,4455.14891564219,1164.45108435781
1,"all_other",0.0859,63.23,12.14421852,8.55,722,4979.958333,26702,75,0,0,0,0,2276.28,1759.17074700969,517.109252990307
1,"home_improvement",0.1287,336.34,11.51292546,15.67,692,4380,32268,73,3,0,0,0,12108.24,8230.00162854926,3878.23837145074
1,"debt_consolidation",0.1253,411.64,10.34817337,22.12,702,2280,14537,77.3,0,0,0,0,14819.04,10175.8049670666,4643.23503293344
1,"debt_consolidation",0.1218,499.5,10.858999,8.88,747,11129.95833,9184,50.5,0,0,0,0,17982,12478.0519569278,5503.94804307223
1,"all_other",0.1635,229.64,9.99149843,8.74,677,1259.958333,6467,82.9,3,0,0,0,8267.04,5062.07523529581,3204.96476470419
1,"major_purchase",0.1496,34.65,10.51867319,18.26,667,1410,3150,54.3,0,0,0,0,1247.4,796.332382061433,451.067617938566
1,"debt_consolidation",0.1148,652.78,11.66134547,1.29,767,5970,4110,34.5,0,0,0,0,23500.08,16653.2239014816,6846.85609851841
1,"debt_consolidation",0.1322,676.02,11.35040654,16.63,707,4529.958333,25299,58.2,2,0,0,0,24336.72,16368.9511994331,7967.76880056694
1,"debt_consolidation",0.0774,312.19,10.77895629,2.38,797,5400,4650,14.1,0,0,0,0,11238.84,8910.01242776641,2328.82757223359
1,"credit_card",0.1183,662.68,10.81985828,21.48,737,3960,32556,82,0,0,0,0,23856.48,16729.2030610993,7127.27693890067
1,"all_other",0.1253,200.8,11.73606902,11.11,687,5190,19058,41.8,0,0,0,0,7228.8,4963.80730100808,2264.99269899192
1,"credit_card",0.1183,662.68,11.40756495,14.55,737,6119.958333,24839,81.2,0,0,0,0,23856.48,16729.2030610993,7127.27693890067
1,"credit_card",0.1357,271.75,11.1844214,14.28,682,4740,8180,88.1,1,0,0,0,9783,6511.34594656731,3271.65405343269
